time,station,part_id,activity
2025-07-25T11:51:27.325601,S1,P7,PROCESS
2025-07-25T11:51:27.499240,S2,P9,LOAD
2025-07-25T11:51:28.093676,S4,P4,UNLOAD
2025-07-25T11:51:29.900719,S4,P4,TRANSFER
2025-07-25T11:51:30.913041,S2,P9,PROCESS
2025-07-25T11:51:33.587200,S3,P5,LOAD
2025-07-25T11:51:35.319504,S2,P9,UNLOAD
2025-07-25T11:51:37.196949,S2,P9,TRANSFER
2025-07-25T11:51:37.568288,S3,P5,PROCESS
2025-07-25T11:51:38.792446,S5,P12,UNLOAD
2025-07-25T11:51:39.037650,S1,P7,UNLOAD
2025-07-25T11:51:40.454921,S5,P12,BLOCK
2025-07-25T11:51:41.714220,S1,P7,TRANSFER
2025-07-25T11:51:42.146057,S1,P8,LOAD
2025-07-25T11:51:42.506263,S5,P12,TRANSFER
2025-07-25T11:51:42.681061,S5,P1,LOAD
2025-07-25T11:51:44.815128,S3,P5,UNLOAD
2025-07-25T11:51:45.971924,S5,P1,PROCESS
2025-07-25T11:51:46.304117,S1,P8,PROCESS
2025-07-25T11:51:46.358522,S2,P7,LOAD
2025-07-25T11:51:47.620286,S3,P5,TRANSFER
2025-07-25T11:51:49.758722,S2,P7,PROCESS
2025-07-25T11:51:51.899790,S4,P9,LOAD
2025-07-25T11:51:54.372364,S2,P7,UNLOAD
2025-07-25T11:51:55.178168,S4,P9,PROCESS
2025-07-25T11:51:56.166716,S2,P7,TRANSFER
2025-07-25T11:51:57.003483,S1,P8,UNLOAD
2025-07-25T11:51:58.232841,S5,P1,UNLOAD
2025-07-25T11:51:59.694589,S1,P8,TRANSFER
2025-07-25T11:52:00.108119,S1,P6,LOAD
2025-07-25T11:52:00.292801,S5,P1,BLOCK
2025-07-25T11:52:00.524434,S5,P1,TRANSFER
2025-07-25T11:52:00.697629,S5,P2,LOAD
2025-07-25T11:52:03.979930,S5,P2,PROCESS
2025-07-25T11:52:04.213307,S1,P6,PROCESS
2025-07-25T11:52:04.474057,S2,P8,LOAD
2025-07-25T11:52:07.821775,S2,P8,PROCESS
2025-07-25T11:52:08.326604,S4,P9,UNLOAD
2025-07-25T11:52:10.207302,S4,P9,TRANSFER
2025-07-25T11:52:10.467011,S3,P7,LOAD
2025-07-25T11:52:12.283613,S2,P8,UNLOAD
2025-07-25T11:52:14.133743,S2,P8,TRANSFER
2025-07-25T11:52:14.442342,S3,P7,PROCESS
2025-07-25T11:52:15.540800,S5,P2,UNLOAD
2025-07-25T11:52:17.216689,S5,P2,BLOCK
2025-07-25T11:52:17.288309,S1,P6,UNLOAD
2025-07-25T11:52:19.985646,S1,P6,TRANSFER
2025-07-25T11:52:20.360579,S1,P10,LOAD
2025-07-25T11:52:20.527498,S3,P7,UNLOAD
2025-07-25T11:52:20.737616,S5,P2,TRANSFER
2025-07-25T11:52:20.913111,S5,P3,LOAD
2025-07-25T11:52:23.278374,S3,P7,TRANSFER
2025-07-25T11:52:24.151826,S5,P3,PROCESS
2025-07-25T11:52:24.393297,S1,P10,PROCESS
2025-07-25T11:52:24.665886,S2,P6,LOAD
2025-07-25T11:52:28.021792,S2,P6,PROCESS
2025-07-25T11:52:28.797665,S4,P8,LOAD
2025-07-25T11:52:32.075246,S4,P8,PROCESS
2025-07-25T11:52:33.089961,S2,P6,UNLOAD
2025-07-25T11:52:34.938642,S2,P6,TRANSFER
2025-07-25T11:52:35.556709,S1,P10,UNLOAD
2025-07-25T11:52:36.060332,S5,P3,UNLOAD
2025-07-25T11:52:37.783355,S5,P3,BLOCK
2025-07-25T11:52:38.209290,S1,P10,TRANSFER
2025-07-25T11:52:38.612635,S1,P11,LOAD
2025-07-25T11:52:38.973170,S5,P3,TRANSFER
2025-07-25T11:52:39.145144,S5,P4,LOAD
2025-07-25T11:52:42.448920,S5,P4,PROCESS
2025-07-25T11:52:42.804481,S1,P11,PROCESS
2025-07-25T11:52:43.088918,S2,P10,LOAD
2025-07-25T11:52:43.393855,S4,P8,UNLOAD
2025-07-25T11:52:45.275195,S4,P8,TRANSFER
2025-07-25T11:52:46.438032,S2,P10,PROCESS
2025-07-25T11:52:49.632328,S3,P6,LOAD
2025-07-25T11:52:50.899773,S2,P10,UNLOAD
2025-07-25T11:52:52.748073,S2,P10,TRANSFER
2025-07-25T11:52:53.621193,S3,P6,PROCESS
2025-07-25T11:52:54.073354,S5,P4,UNLOAD
2025-07-25T11:52:54.724435,S1,P11,UNLOAD
2025-07-25T11:52:55.775617,S5,P4,BLOCK
2025-07-25T11:52:57.300983,S1,P11,TRANSFER
2025-07-25T11:52:57.756263,S1,P12,LOAD
2025-07-25T11:52:58.028816,S5,P4,TRANSFER
2025-07-25T11:52:58.203536,S5,P5,LOAD
2025-07-25T11:53:00.470087,S3,P6,UNLOAD
2025-07-25T11:53:01.487906,S5,P5,PROCESS
2025-07-25T11:53:01.895591,S1,P12,PROCESS
2025-07-25T11:53:02.417123,S2,P11,LOAD
2025-07-25T11:53:03.198935,S3,P6,TRANSFER
2025-07-25T11:53:05.818023,S2,P11,PROCESS
2025-07-25T11:53:07.478206,S4,P10,LOAD
2025-07-25T11:53:10.809310,S4,P10,PROCESS
2025-07-25T11:53:11.447511,S2,P11,UNLOAD
2025-07-25T11:53:13.302381,S5,P5,UNLOAD
2025-07-25T11:53:13.322701,S2,P11,TRANSFER
2025-07-25T11:53:15.025927,S5,P5,BLOCK
2025-07-25T11:53:15.188115,S1,P12,UNLOAD
2025-07-25T11:53:17.809294,S1,P12,TRANSFER
2025-07-25T11:53:18.233071,S1,P1,LOAD
2025-07-25T11:53:18.566493,S5,P5,TRANSFER
2025-07-25T11:53:18.735451,S5,P9,LOAD
2025-07-25T11:53:22.023925,S5,P9,PROCESS
2025-07-25T11:53:22.469129,S1,P1,PROCESS
2025-07-25T11:53:22.629592,S2,P12,LOAD
2025-07-25T11:53:25.179446,S4,P10,UNLOAD
2025-07-25T11:53:25.970947,S2,P12,PROCESS
2025-07-25T11:53:27.158563,S4,P10,TRANSFER
2025-07-25T11:53:27.935269,S4,P11,LOAD
2025-07-25T11:53:28.757219,S2,P12,UNLOAD
2025-07-25T11:53:30.651128,S2,P12,TRANSFER
2025-07-25T11:53:31.245723,S4,P11,PROCESS
2025-07-25T11:53:34.037678,S5,P9,UNLOAD
2025-07-25T11:53:35.554271,S1,P1,UNLOAD
2025-07-25T11:53:35.723943,S5,P9,BLOCK
2025-07-25T11:53:38.161072,S1,P1,TRANSFER
2025-07-25T11:53:38.577504,S1,P2,LOAD
2025-07-25T11:53:38.917888,S5,P9,TRANSFER
2025-07-25T11:53:39.135904,S5,P7,LOAD
2025-07-25T11:53:42.504589,S5,P7,PROCESS
2025-07-25T11:53:42.816245,S1,P2,PROCESS
2025-07-25T11:53:42.834023,S2,P1,LOAD
2025-07-25T11:53:43.470677,S4,P11,UNLOAD
2025-07-25T11:53:45.260405,S4,P11,TRANSFER
2025-07-25T11:53:45.885515,S4,P12,LOAD
2025-07-25T11:53:46.183090,S2,P1,PROCESS
2025-07-25T11:53:49.184239,S4,P12,PROCESS
2025-07-25T11:53:52.872689,S2,P1,UNLOAD
2025-07-25T11:53:54.121541,S5,P7,UNLOAD
2025-07-25T11:53:54.671134,S2,P1,TRANSFER
2025-07-25T11:53:55.032514,S1,P2,UNLOAD
2025-07-25T11:53:55.853554,S5,P7,BLOCK
2025-07-25T11:53:57.596130,S1,P2,TRANSFER
2025-07-25T11:53:58.018359,S1,P3,LOAD
2025-07-25T11:53:58.386365,S5,P7,TRANSFER
2025-07-25T11:53:58.560758,S5,P8,LOAD
2025-07-25T11:54:01.847462,S5,P8,PROCESS
2025-07-25T11:54:01.863622,S4,P12,UNLOAD
2025-07-25T11:54:02.064323,S2,P2,LOAD
2025-07-25T11:54:02.187456,S1,P3,PROCESS
2025-07-25T11:54:03.668041,S4,P12,TRANSFER
2025-07-25T11:54:05.419075,S2,P2,PROCESS
2025-07-25T11:54:09.047399,S3,P1,LOAD
2025-07-25T11:54:10.437850,S2,P2,UNLOAD
2025-07-25T11:54:12.294112,S2,P2,TRANSFER
2025-07-25T11:54:13.035059,S3,P1,PROCESS
2025-07-25T11:54:13.693576,S1,P3,UNLOAD
2025-07-25T11:54:13.708410,S5,P8,UNLOAD
2025-07-25T11:54:15.426339,S5,P8,BLOCK
2025-07-25T11:54:16.340276,S1,P3,TRANSFER
2025-07-25T11:54:16.721008,S1,P4,LOAD
2025-07-25T11:54:17.117787,S5,P8,TRANSFER
2025-07-25T11:54:17.284907,S5,P6,LOAD
2025-07-25T11:54:20.033204,S3,P1,UNLOAD
2025-07-25T11:54:20.578769,S5,P6,PROCESS
2025-07-25T11:54:20.858066,S1,P4,PROCESS
2025-07-25T11:54:21.062918,S2,P3,LOAD
2025-07-25T11:54:22.787118,S3,P1,TRANSFER
2025-07-25T11:54:24.457137,S2,P3,PROCESS
2025-07-25T11:54:26.564323,S3,P2,LOAD
2025-07-25T11:54:30.388698,S2,P3,UNLOAD
2025-07-25T11:54:30.537251,S3,P2,PROCESS
2025-07-25T11:54:31.756072,S1,P4,UNLOAD
2025-07-25T11:54:32.249553,S2,P3,TRANSFER
2025-07-25T11:54:32.391365,S5,P6,UNLOAD
2025-07-25T11:54:34.041880,S5,P6,BLOCK
2025-07-25T11:54:34.351563,S1,P4,TRANSFER
2025-07-25T11:54:34.794788,S1,P5,LOAD
2025-07-25T11:54:35.192280,S5,P6,TRANSFER
2025-07-25T11:54:35.365007,S5,P10,LOAD
2025-07-25T11:54:37.587791,S3,P2,UNLOAD
2025-07-25T11:54:38.629559,S2,P4,LOAD
2025-07-25T11:54:38.656564,S5,P10,PROCESS
2025-07-25T11:54:38.999269,S1,P5,PROCESS
2025-07-25T11:54:40.343600,S3,P2,TRANSFER
2025-07-25T11:54:41.971090,S2,P4,PROCESS
2025-07-25T11:54:46.626372,S3,P3,LOAD
2025-07-25T11:54:46.936441,S2,P4,UNLOAD
2025-07-25T11:54:48.841028,S2,P4,TRANSFER
2025-07-25T11:54:50.416059,S5,P10,UNLOAD
2025-07-25T11:54:50.564195,S3,P3,PROCESS
2025-07-25T11:54:51.014423,S1,P5,UNLOAD
2025-07-25T11:54:52.068518,S5,P10,BLOCK
2025-07-25T11:54:53.590078,S1,P5,TRANSFER
2025-07-25T11:54:53.988019,S1,P9,LOAD
2025-07-25T11:54:54.426334,S5,P10,TRANSFER
2025-07-25T11:54:54.600821,S5,P11,LOAD
2025-07-25T11:54:57.712024,S3,P3,UNLOAD
2025-07-25T11:54:57.890557,S5,P11,PROCESS
2025-07-25T11:54:58.155320,S1,P9,PROCESS
2025-07-25T11:54:58.383795,S2,P5,LOAD
2025-07-25T11:55:00.464728,S3,P3,TRANSFER
2025-07-25T11:55:01.742542,S2,P5,PROCESS
2025-07-25T11:55:03.264143,S3,P4,LOAD
2025-07-25T11:55:06.202663,S2,P5,UNLOAD
2025-07-25T11:55:07.236653,S3,P4,PROCESS
2025-07-25T11:55:08.048674,S2,P5,TRANSFER
2025-07-25T11:55:09.356221,S5,P11,UNLOAD
2025-07-25T11:55:11.065916,S5,P11,BLOCK
2025-07-25T11:55:11.188334,S1,P9,UNLOAD
2025-07-25T11:55:13.806796,S1,P9,TRANSFER
2025-07-25T11:55:14.228144,S1,P7,LOAD
2025-07-25T11:55:14.578664,S5,P11,TRANSFER
2025-07-25T11:55:14.693112,S3,P4,UNLOAD
2025-07-25T11:55:14.762824,S5,P12,LOAD
2025-07-25T11:55:17.391707,S3,P4,TRANSFER
2025-07-25T11:55:18.010863,S5,P12,PROCESS
2025-07-25T11:55:18.397686,S1,P7,PROCESS
2025-07-25T11:55:18.612009,S2,P9,LOAD
2025-07-25T11:55:21.957129,S2,P9,PROCESS
2025-07-25T11:55:22.667231,S3,P5,LOAD
2025-07-25T11:55:26.619043,S2,P9,UNLOAD
2025-07-25T11:55:26.648967,S3,P5,PROCESS
2025-07-25T11:55:28.476520,S2,P9,TRANSFER
2025-07-25T11:55:29.245588,S1,P7,UNLOAD
2025-07-25T11:55:29.714531,S5,P12,UNLOAD
2025-07-25T11:55:31.437162,S5,P12,BLOCK
2025-07-25T11:55:31.809043,S1,P7,TRANSFER
2025-07-25T11:55:32.206554,S1,P8,LOAD
2025-07-25T11:55:32.550868,S5,P12,TRANSFER
2025-07-25T11:55:32.725855,S5,P1,LOAD
2025-07-25T11:55:34.269107,S3,P5,UNLOAD
2025-07-25T11:55:36.007102,S5,P1,PROCESS
2025-07-25T11:55:36.434532,S1,P8,PROCESS
2025-07-25T11:55:36.579047,S2,P7,LOAD
2025-07-25T11:55:37.084328,S3,P5,TRANSFER
2025-07-25T11:55:39.928037,S2,P7,PROCESS
2025-07-25T11:55:43.153998,S3,P9,LOAD
2025-07-25T11:55:45.758023,S2,P7,UNLOAD
2025-07-25T11:55:47.130401,S3,P9,PROCESS
2025-07-25T11:55:47.573316,S5,P1,UNLOAD
2025-07-25T11:55:47.628055,S2,P7,TRANSFER
2025-07-25T11:55:48.865360,S1,P8,UNLOAD
2025-07-25T11:55:49.242959,S5,P1,BLOCK
2025-07-25T11:55:51.570668,S1,P8,TRANSFER
2025-07-25T11:55:51.958572,S1,P6,LOAD
2025-07-25T11:55:52.307812,S5,P1,TRANSFER
2025-07-25T11:55:52.478405,S5,P2,LOAD
2025-07-25T11:55:54.143931,S3,P9,UNLOAD
2025-07-25T11:55:55.766344,S5,P2,PROCESS
2025-07-25T11:55:56.058816,S1,P6,PROCESS
2025-07-25T11:55:56.341168,S2,P8,LOAD
2025-07-25T11:55:56.830160,S3,P9,TRANSFER
2025-07-25T11:55:59.733892,S2,P8,PROCESS
2025-07-25T11:56:02.053273,S3,P7,LOAD
2025-07-25T11:56:04.843797,S2,P8,UNLOAD
2025-07-25T11:56:06.024085,S3,P7,PROCESS
2025-07-25T11:56:06.707918,S2,P8,TRANSFER
2025-07-25T11:56:06.764995,S5,P2,UNLOAD
2025-07-25T11:56:07.766221,S1,P6,UNLOAD
2025-07-25T11:56:08.474915,S5,P2,BLOCK
2025-07-25T11:56:10.430644,S1,P6,TRANSFER
2025-07-25T11:56:10.831113,S1,P10,LOAD
2025-07-25T11:56:11.201916,S5,P2,TRANSFER
2025-07-25T11:56:11.387801,S5,P3,LOAD
2025-07-25T11:56:13.831745,S3,P7,UNLOAD
2025-07-25T11:56:14.672901,S5,P3,PROCESS
2025-07-25T11:56:14.988457,S1,P10,PROCESS
2025-07-25T11:56:15.201927,S2,P6,LOAD
2025-07-25T11:56:16.573944,S3,P7,TRANSFER
2025-07-25T11:56:18.547280,S2,P6,PROCESS
2025-07-25T11:56:21.387309,S4,P8,LOAD
2025-07-25T11:56:24.429089,S2,P6,UNLOAD
2025-07-25T11:56:24.670957,S4,P8,PROCESS
2025-07-25T11:56:26.278367,S2,P6,TRANSFER
2025-07-25T11:56:26.637086,S5,P3,UNLOAD
2025-07-25T11:56:27.719976,S1,P10,UNLOAD
2025-07-25T11:56:28.398875,S5,P3,BLOCK
2025-07-25T11:56:30.359456,S1,P10,TRANSFER
2025-07-25T11:56:30.810808,S1,P11,LOAD
2025-07-25T11:56:31.143784,S5,P3,TRANSFER
2025-07-25T11:56:31.313592,S5,P4,LOAD
2025-07-25T11:56:34.601548,S5,P4,PROCESS
2025-07-25T11:56:35.016518,S1,P11,PROCESS
2025-07-25T11:56:35.417618,S2,P10,LOAD
2025-07-25T11:56:36.354768,S4,P8,UNLOAD
2025-07-25T11:56:38.229519,S4,P8,TRANSFER
2025-07-25T11:56:38.768719,S2,P10,PROCESS
2025-07-25T11:56:40.490304,S3,P6,LOAD
2025-07-25T11:56:43.528640,S2,P10,UNLOAD
2025-07-25T11:56:44.452951,S3,P6,PROCESS
2025-07-25T11:56:45.373727,S2,P10,TRANSFER
2025-07-25T11:56:46.367424,S5,P4,UNLOAD
2025-07-25T11:56:47.599634,S1,P11,UNLOAD
2025-07-25T11:56:47.970249,S5,P4,BLOCK
2025-07-25T11:56:50.211100,S1,P11,TRANSFER
2025-07-25T11:56:50.607173,S1,P12,LOAD
2025-07-25T11:56:50.992949,S5,P4,TRANSFER
2025-07-25T11:56:50.997339,S3,P6,UNLOAD
2025-07-25T11:56:51.165089,S5,P5,LOAD
2025-07-25T11:56:53.740734,S3,P6,TRANSFER
2025-07-25T11:56:54.461559,S5,P5,PROCESS
2025-07-25T11:56:54.806524,S1,P12,PROCESS
2025-07-25T11:56:54.970802,S2,P11,LOAD
2025-07-25T11:56:58.310848,S2,P11,PROCESS
2025-07-25T11:57:00.108046,S4,P10,LOAD
2025-07-25T11:57:03.396890,S4,P10,PROCESS
2025-07-25T11:57:03.428679,S2,P11,UNLOAD
2025-07-25T11:57:05.281017,S2,P11,TRANSFER
2025-07-25T11:57:07.030338,S5,P5,UNLOAD
2025-07-25T11:57:08.485640,S1,P12,UNLOAD
2025-07-25T11:57:08.692822,S5,P5,BLOCK
2025-07-25T11:57:11.091018,S1,P12,TRANSFER
2025-07-25T11:57:11.536023,S1,P1,LOAD
2025-07-25T11:57:11.811146,S5,P5,TRANSFER
2025-07-25T11:57:11.984447,S5,P9,LOAD
2025-07-25T11:57:15.278393,S5,P9,PROCESS
2025-07-25T11:57:15.445392,S4,P10,UNLOAD
2025-07-25T11:57:15.787063,S1,P1,PROCESS
2025-07-25T11:57:15.877016,S2,P12,LOAD
2025-07-25T11:57:17.357975,S4,P10,TRANSFER
2025-07-25T11:57:19.221032,S2,P12,PROCESS
2025-07-25T11:57:20.144743,S4,P11,LOAD
2025-07-25T11:57:23.422218,S4,P11,PROCESS
2025-07-25T11:57:23.934295,S2,P12,UNLOAD
2025-07-25T11:57:25.793815,S2,P12,TRANSFER
2025-07-25T11:57:27.451433,S5,P9,UNLOAD
2025-07-25T11:57:28.517019,S1,P1,UNLOAD
2025-07-25T11:57:29.174484,S5,P9,BLOCK
2025-07-25T11:57:31.101396,S1,P1,TRANSFER
2025-07-25T11:57:31.546788,S1,P2,LOAD
2025-07-25T11:57:31.802315,S5,P9,TRANSFER
2025-07-25T11:57:31.980996,S5,P7,LOAD
2025-07-25T11:57:34.945792,S4,P11,UNLOAD
2025-07-25T11:57:35.280711,S5,P7,PROCESS
2025-07-25T11:57:35.691121,S1,P2,PROCESS
2025-07-25T11:57:35.839888,S2,P1,LOAD
2025-07-25T11:57:36.732125,S4,P11,TRANSFER
2025-07-25T11:57:39.234013,S2,P1,PROCESS
2025-07-25T11:57:40.080274,S3,P12,LOAD
2025-07-25T11:57:44.052131,S3,P12,PROCESS
2025-07-25T11:57:45.363505,S2,P1,UNLOAD
2025-07-25T11:57:47.345590,S2,P1,TRANSFER
2025-07-25T11:57:47.660954,S1,P2,UNLOAD
2025-07-25T11:57:47.852390,S5,P7,UNLOAD
2025-07-25T11:57:49.555852,S5,P7,BLOCK
2025-07-25T11:57:50.323263,S1,P2,TRANSFER
2025-07-25T11:57:50.751431,S1,P3,LOAD
2025-07-25T11:57:50.958608,S3,P12,UNLOAD
2025-07-25T11:57:51.036731,S5,P7,TRANSFER
2025-07-25T11:57:51.208493,S5,P8,LOAD
2025-07-25T11:57:53.718148,S3,P12,TRANSFER
2025-07-25T11:57:54.513039,S5,P8,PROCESS
2025-07-25T11:57:54.955352,S1,P3,PROCESS
2025-07-25T11:57:55.071088,S2,P2,LOAD
2025-07-25T11:57:58.465932,S2,P2,PROCESS
2025-07-25T11:58:01.957389,S4,P1,LOAD
2025-07-25T11:58:03.580095,S2,P2,UNLOAD
2025-07-25T11:58:05.238222,S4,P1,PROCESS
2025-07-25T11:58:05.431668,S2,P2,TRANSFER
2025-07-25T11:58:06.574665,S1,P3,UNLOAD
2025-07-25T11:58:07.381740,S5,P8,UNLOAD
2025-07-25T11:58:09.058804,S5,P8,BLOCK
2025-07-25T11:58:09.248587,S1,P3,TRANSFER
2025-07-25T11:58:09.689469,S1,P4,LOAD
2025-07-25T11:58:10.090350,S5,P8,TRANSFER
2025-07-25T11:58:10.266866,S5,P6,LOAD
2025-07-25T11:58:13.552324,S5,P6,PROCESS
2025-07-25T11:58:13.798387,S1,P4,PROCESS
2025-07-25T11:58:13.928527,S2,P3,LOAD
2025-07-25T11:58:15.684195,S4,P1,UNLOAD
2025-07-25T11:58:17.273228,S2,P3,PROCESS
2025-07-25T11:58:17.536718,S4,P1,TRANSFER
2025-07-25T11:58:19.708051,S3,P2,LOAD
2025-07-25T11:58:22.899571,S2,P3,UNLOAD
2025-07-25T11:58:23.732695,S3,P2,PROCESS
2025-07-25T11:58:24.738783,S2,P3,TRANSFER
2025-07-25T11:58:25.203005,S1,P4,UNLOAD
2025-07-25T11:58:25.763933,S5,P6,UNLOAD
2025-07-25T11:58:27.436417,S5,P6,BLOCK
2025-07-25T11:58:27.864571,S1,P4,TRANSFER
2025-07-25T11:58:28.283514,S1,P5,LOAD
2025-07-25T11:58:28.665148,S5,P6,TRANSFER
2025-07-25T11:58:28.837811,S5,P10,LOAD
2025-07-25T11:58:30.827400,S3,P2,UNLOAD
2025-07-25T11:58:32.130854,S5,P10,PROCESS
2025-07-25T11:58:32.476672,S1,P5,PROCESS
2025-07-25T11:58:32.580948,S2,P4,LOAD
2025-07-25T11:58:33.508238,S3,P2,TRANSFER
2025-07-25T11:58:35.924062,S2,P4,PROCESS
2025-07-25T11:58:39.094181,S3,P3,LOAD
2025-07-25T11:58:41.190641,S2,P4,UNLOAD
2025-07-25T11:58:43.020537,S2,P4,TRANSFER
2025-07-25T11:58:43.070659,S3,P3,PROCESS
2025-07-25T11:58:44.051452,S5,P10,UNLOAD
2025-07-25T11:58:44.647541,S1,P5,UNLOAD
2025-07-25T11:58:45.654077,S5,P10,BLOCK
2025-07-25T11:58:47.198163,S1,P5,TRANSFER
2025-07-25T11:58:47.640734,S1,P9,LOAD
2025-07-25T11:58:47.971916,S5,P10,TRANSFER
2025-07-25T11:58:48.154420,S5,P11,LOAD
2025-07-25T11:58:49.355116,S3,P3,UNLOAD
2025-07-25T11:58:51.436858,S5,P11,PROCESS
2025-07-25T11:58:51.569409,S1,P9,PROCESS
2025-07-25T11:58:51.793922,S2,P5,LOAD
2025-07-25T11:58:52.058653,S3,P3,TRANSFER
2025-07-25T11:58:55.133178,S2,P5,PROCESS
2025-07-25T11:58:57.757534,S4,P4,LOAD
2025-07-25T11:59:00.857080,S2,P5,UNLOAD
2025-07-25T11:59:01.094727,S4,P4,PROCESS
2025-07-25T11:59:02.438192,S5,P11,UNLOAD
2025-07-25T11:59:02.621466,S1,P9,UNLOAD
2025-07-25T11:59:02.663232,S2,P5,TRANSFER
2025-07-25T11:59:04.093060,S5,P11,BLOCK
2025-07-25T11:59:05.220110,S1,P9,TRANSFER
2025-07-25T11:59:05.629656,S1,P7,LOAD
2025-07-25T11:59:05.962911,S5,P11,TRANSFER
2025-07-25T11:59:06.137727,S5,P12,LOAD
2025-07-25T11:59:09.418583,S5,P12,PROCESS
2025-07-25T11:59:09.824518,S1,P7,PROCESS
2025-07-25T11:59:09.991943,S2,P9,LOAD
2025-07-25T11:59:12.458936,S4,P4,UNLOAD
2025-07-25T11:59:13.342639,S2,P9,PROCESS
2025-07-25T11:59:14.275360,S4,P4,TRANSFER
2025-07-25T11:59:17.119335,S3,P5,LOAD
2025-07-25T11:59:17.512328,S2,P9,UNLOAD
2025-07-25T11:59:19.388660,S2,P9,TRANSFER
2025-07-25T11:59:20.223658,S1,P7,UNLOAD
2025-07-25T11:59:21.088047,S3,P5,PROCESS
2025-07-25T11:59:21.135362,S5,P12,UNLOAD
2025-07-25T11:59:22.890756,S1,P7,TRANSFER
2025-07-25T11:59:22.898169,S5,P12,BLOCK
2025-07-25T11:59:23.324083,S1,P8,LOAD
2025-07-25T11:59:23.680503,S5,P12,TRANSFER
2025-07-25T11:59:23.850798,S5,P1,LOAD
2025-07-25T11:59:27.138284,S5,P1,PROCESS
2025-07-25T11:59:27.443595,S1,P8,PROCESS
2025-07-25T11:59:27.743854,S2,P7,LOAD
2025-07-25T11:59:28.137243,S3,P5,UNLOAD
2025-07-25T11:59:30.924701,S3,P5,TRANSFER
2025-07-25T11:59:31.090786,S2,P7,PROCESS
2025-07-25T11:59:34.179563,S4,P9,LOAD
2025-07-25T11:59:34.940867,S2,P7,UNLOAD
2025-07-25T11:59:36.809543,S2,P7,TRANSFER
2025-07-25T11:59:37.461316,S4,P9,PROCESS
2025-07-25T11:59:38.851534,S1,P8,UNLOAD
2025-07-25T11:59:39.515375,S5,P1,UNLOAD
2025-07-25T11:59:41.226758,S5,P1,BLOCK
2025-07-25T11:59:41.478475,S1,P8,TRANSFER
2025-07-25T11:59:41.906155,S1,P6,LOAD
2025-07-25T11:59:42.294938,S5,P1,TRANSFER
2025-07-25T11:59:42.468598,S5,P2,LOAD
2025-07-25T11:59:45.753845,S5,P2,PROCESS
2025-07-25T11:59:46.037231,S1,P6,PROCESS
2025-07-25T11:59:46.598762,S2,P8,LOAD
2025-07-25T11:59:49.997034,S2,P8,PROCESS
2025-07-25T11:59:50.252577,S4,P9,UNLOAD
2025-07-25T11:59:51.209175,S3,P7,LOAD
2025-07-25T11:59:52.206053,S4,P9,TRANSFER
2025-07-25T11:59:55.180377,S3,P7,PROCESS
2025-07-25T11:59:55.423516,S2,P8,UNLOAD
2025-07-25T11:59:57.286841,S2,P8,TRANSFER
2025-07-25T11:59:57.604094,S1,P6,UNLOAD
2025-07-25T11:59:58.120870,S5,P2,UNLOAD
2025-07-25T11:59:59.790782,S5,P2,BLOCK
2025-07-25T12:00:00.209946,S1,P6,TRANSFER
2025-07-25T12:00:00.637178,S1,P10,LOAD
2025-07-25T12:00:01.004997,S5,P2,TRANSFER
2025-07-25T12:00:01.172665,S5,P3,LOAD
2025-07-25T12:00:01.667980,S3,P7,UNLOAD
2025-07-25T12:00:04.400295,S5,P3,PROCESS
2025-07-25T12:00:04.574993,S3,P7,TRANSFER
2025-07-25T12:00:04.840061,S1,P10,PROCESS
2025-07-25T12:00:04.922001,S2,P6,LOAD
2025-07-25T12:00:08.280238,S2,P6,PROCESS
2025-07-25T12:00:12.198067,S4,P8,LOAD
2025-07-25T12:00:13.796606,S2,P6,UNLOAD
2025-07-25T12:00:15.481619,S4,P8,PROCESS
2025-07-25T12:00:15.733051,S2,P6,TRANSFER
2025-07-25T12:00:16.881303,S1,P10,UNLOAD
2025-07-25T12:00:17.120760,S5,P3,UNLOAD
2025-07-25T12:00:18.833078,S5,P3,BLOCK
2025-07-25T12:00:19.562787,S1,P10,TRANSFER
2025-07-25T12:00:19.948553,S1,P11,LOAD
2025-07-25T12:00:20.367192,S5,P3,TRANSFER
2025-07-25T12:00:20.541680,S5,P4,LOAD
2025-07-25T12:00:23.883618,S5,P4,PROCESS
2025-07-25T12:00:24.080891,S1,P11,PROCESS
2025-07-25T12:00:24.253028,S2,P10,LOAD
2025-07-25T12:00:27.658350,S2,P10,PROCESS
2025-07-25T12:00:27.812176,S4,P8,UNLOAD
2025-07-25T12:00:29.630651,S4,P8,TRANSFER
2025-07-25T12:00:30.119120,S3,P6,LOAD
2025-07-25T12:00:32.676657,S2,P10,UNLOAD
2025-07-25T12:00:34.139402,S3,P6,PROCESS
2025-07-25T12:00:34.566589,S2,P10,TRANSFER
2025-07-25T12:00:35.634184,S1,P11,UNLOAD
2025-07-25T12:00:36.818625,S5,P4,UNLOAD
2025-07-25T12:00:38.448705,S1,P11,TRANSFER
2025-07-25T12:00:38.790701,S5,P4,BLOCK
2025-07-25T12:00:38.791172,S1,P12,LOAD
2025-07-25T12:00:39.186300,S5,P4,TRANSFER
2025-07-25T12:00:39.358711,S5,P5,LOAD
2025-07-25T12:00:40.709040,S3,P6,UNLOAD
2025-07-25T12:00:42.652811,S5,P5,PROCESS
2025-07-25T12:00:42.896465,S1,P12,PROCESS
