Window Start,Window End,Calibrated Mu,TIC
0,100,3.988937294,0.024486917
100,200,3.969558462,0.01497771
200,300,3.855174328,0.013022838
300,400,4.204960878,0.017690762
400,500,3.844117205,0.018545106
500,600,3.808479228,0.025708132
600,700,3.797538165,0.012288851
700,800,4.079487213,0.019316064
800,900,4.099798991,0.01392802
900,1000,3.908296756,0.012381803
