time,station,part,activity
2025-07-21T14:07:49.165268,S1,P4,TRANSFER
2025-07-21T14:07:49.575512,S1,P5,LOAD
2025-07-21T14:07:50.874399,S5,P1,UNLOAD
2025-07-21T14:07:52.025746,S3,P2,UNLOAD
2025-07-21T14:07:52.642937,S5,P1,BLOCK
2025-07-21T14:07:53.302695,S2,P4,LOAD
2025-07-21T14:07:53.820916,S1,P5,PROCESS
2025-07-21T14:07:54.822577,S3,P2,TRANSFER
2025-07-21T14:07:56.641893,S2,P4,PROCESS
2025-07-21T14:07:59.757111,S3,P3,LOAD
2025-07-21T14:08:01.858667,S2,P4,UNLOAD
2025-07-21T14:08:03.677913,S2,P4,TRANSFER
2025-07-21T14:08:03.739201,S3,P3,PROCESS
2025-07-21T14:08:06.770773,S1,P5,UNLOAD
2025-07-21T14:08:09.505490,S1,P5,TRANSFER
2025-07-21T14:08:09.717604,S3,P3,UNLOAD
2025-07-21T14:08:09.916022,S1,P9,LOAD
2025-07-21T14:08:12.518540,S3,P3,TRANSFER
2025-07-21T14:08:14.147479,S1,P9,PROCESS
2025-07-21T14:08:14.397055,S2,P5,LOAD
2025-07-21T14:08:17.739309,S2,P5,PROCESS
2025-07-21T14:08:18.178910,S3,P4,LOAD
2025-07-21T14:08:22.204277,S3,P4,PROCESS
2025-07-21T14:08:22.501115,S2,P5,UNLOAD
2025-07-21T14:08:24.339341,S2,P5,TRANSFER
2025-07-21T14:08:26.504735,S1,P9,UNLOAD
2025-07-21T14:08:29.152694,S1,P9,TRANSFER
2025-07-21T14:08:29.361732,S3,P4,UNLOAD
2025-07-21T14:08:29.621832,S1,P7,LOAD
2025-07-21T14:08:32.105739,S3,P4,TRANSFER
2025-07-21T14:08:33.725846,S2,P9,LOAD
2025-07-21T14:08:33.938893,S1,P7,PROCESS
2025-07-21T14:08:37.171175,S2,P9,PROCESS
2025-07-21T14:08:38.865586,S3,P5,LOAD
2025-07-21T14:08:40.679346,S2,P9,UNLOAD
2025-07-21T14:08:42.493272,S2,P9,TRANSFER
2025-07-21T14:08:42.842224,S3,P5,PROCESS
2025-07-21T14:08:45.672586,S1,P7,UNLOAD
2025-07-21T14:08:48.413593,S1,P7,TRANSFER
2025-07-21T14:08:49.056163,S1,P8,LOAD
2025-07-21T14:08:49.278246,S3,P5,UNLOAD
2025-07-21T14:08:52.057932,S3,P5,TRANSFER
2025-07-21T14:08:53.040584,S2,P7,LOAD
2025-07-21T14:08:53.265509,S1,P8,PROCESS
2025-07-21T14:08:56.431904,S2,P7,PROCESS
2025-07-21T14:08:56.808890,S3,P9,LOAD
2025-07-21T14:09:00.828304,S3,P9,PROCESS
2025-07-21T14:09:02.206397,S2,P7,UNLOAD
2025-07-21T14:09:04.057634,S2,P7,TRANSFER
2025-07-21T14:09:05.273837,S1,P8,UNLOAD
2025-07-21T14:09:08.048806,S3,P9,UNLOAD
2025-07-21T14:09:08.143817,S1,P8,TRANSFER
2025-07-21T14:09:08.562270,S5,P1,TRANSFER
2025-07-21T14:09:08.670629,S1,P6,LOAD
2025-07-21T14:09:08.745855,S5,P2,LOAD
2025-07-21T14:09:10.829190,S3,P9,TRANSFER
2025-07-21T14:09:12.046825,S5,P2,PROCESS
2025-07-21T14:09:12.721176,S2,P8,LOAD
2025-07-21T14:09:12.893610,S1,P6,PROCESS
2025-07-21T14:09:16.055156,S2,P8,PROCESS
2025-07-21T14:09:18.619700,S3,P7,LOAD
2025-07-21T14:09:21.525062,S2,P8,UNLOAD
2025-07-21T14:09:22.597188,S3,P7,PROCESS
2025-07-21T14:09:23.350159,S2,P8,TRANSFER
2025-07-21T14:09:24.113796,S5,P2,UNLOAD
2025-07-21T14:09:24.621309,S1,P6,UNLOAD
2025-07-21T14:09:26.095443,S5,P2,BLOCK
2025-07-21T14:09:27.375162,S1,P6,TRANSFER
2025-07-21T14:09:27.845796,S5,P2,TRANSFER
2025-07-21T14:09:27.896528,S1,P10,LOAD
2025-07-21T14:09:28.037545,S5,P3,LOAD
2025-07-21T14:09:29.403891,S3,P7,UNLOAD
2025-07-21T14:09:31.372431,S5,P3,PROCESS
2025-07-21T14:09:32.032010,S2,P6,LOAD
2025-07-21T14:09:32.145665,S1,P10,PROCESS
2025-07-21T14:09:32.147005,S3,P7,TRANSFER
2025-07-21T14:09:35.421350,S2,P6,PROCESS
2025-07-21T14:09:37.914215,S3,P8,LOAD
2025-07-21T14:09:40.638449,S2,P6,UNLOAD
2025-07-21T14:09:41.885053,S3,P8,PROCESS
2025-07-21T14:09:42.493001,S2,P6,TRANSFER
2025-07-21T14:09:44.050150,S5,P3,UNLOAD
2025-07-21T14:09:45.410932,S1,P10,UNLOAD
2025-07-21T14:09:45.805755,S5,P3,BLOCK
2025-07-21T14:09:48.087190,S1,P10,TRANSFER
2025-07-21T14:09:48.227172,S3,P8,UNLOAD
2025-07-21T14:09:48.582814,S1,P11,LOAD
2025-07-21T14:09:48.630520,S5,P3,TRANSFER
2025-07-21T14:09:48.807476,S5,P4,LOAD
2025-07-21T14:09:50.955935,S3,P8,TRANSFER
2025-07-21T14:09:52.147656,S5,P4,PROCESS
2025-07-21T14:09:52.698142,S2,P10,LOAD
2025-07-21T14:09:52.809491,S1,P11,PROCESS
2025-07-21T14:09:56.083297,S2,P10,PROCESS
2025-07-21T14:09:56.395095,S3,P6,LOAD
2025-07-21T14:10:00.416002,S3,P6,PROCESS
2025-07-21T14:10:01.891568,S2,P10,UNLOAD
2025-07-21T14:10:03.710497,S2,P10,TRANSFER
2025-07-21T14:10:04.270252,S5,P4,UNLOAD
2025-07-21T14:10:05.052487,S1,P11,UNLOAD
2025-07-21T14:10:05.972855,S5,P4,BLOCK
2025-07-21T14:10:07.372551,S3,P6,UNLOAD
2025-07-21T14:10:07.780966,S1,P11,TRANSFER
2025-07-21T14:10:08.182146,S5,P4,TRANSFER
2025-07-21T14:10:08.205667,S1,P12,LOAD
2025-07-21T14:10:08.362403,S5,P5,LOAD
2025-07-21T14:10:10.187877,S3,P6,TRANSFER
2025-07-21T14:10:11.704522,S5,P5,PROCESS
2025-07-21T14:10:12.274243,S1,P12,PROCESS
2025-07-21T14:10:12.695842,S2,P11,LOAD
2025-07-21T14:10:16.092057,S2,P11,PROCESS
2025-07-21T14:10:18.186830,S3,P10,LOAD
2025-07-21T14:10:20.699124,S2,P11,UNLOAD
2025-07-21T14:10:22.223182,S3,P10,PROCESS
2025-07-21T14:10:22.582284,S2,P11,TRANSFER
2025-07-21T14:10:23.211509,S5,P5,UNLOAD
2025-07-21T14:10:24.887304,S1,P12,UNLOAD
2025-07-21T14:10:25.122129,S5,P5,BLOCK
2025-07-21T14:10:27.666089,S1,P12,TRANSFER
2025-07-21T14:10:28.032311,S5,P5,TRANSFER
2025-07-21T14:10:28.054215,S1,P1,LOAD
2025-07-21T14:10:28.182812,S5,P9,LOAD
2025-07-21T14:10:28.486816,S3,P10,UNLOAD
2025-07-21T14:10:31.295116,S3,P10,TRANSFER
2025-07-21T14:10:31.478938,S5,P9,PROCESS
2025-07-21T14:10:32.233656,S1,P1,PROCESS
2025-07-21T14:10:32.265933,S2,P12,LOAD
2025-07-21T14:10:35.712270,S2,P12,PROCESS
2025-07-21T14:10:37.049076,S3,P11,LOAD
2025-07-21T14:10:41.074913,S3,P11,PROCESS
2025-07-21T14:10:41.129261,S2,P12,UNLOAD
2025-07-21T14:10:42.873049,S2,P12,TRANSFER
2025-07-21T14:10:43.140836,S5,P9,UNLOAD
2025-07-21T14:10:44.885513,S5,P9,BLOCK
2025-07-21T14:10:44.889410,S1,P1,UNLOAD
2025-07-21T14:10:47.634250,S1,P1,TRANSFER
2025-07-21T14:10:47.960522,S5,P9,TRANSFER
2025-07-21T14:10:48.064790,S1,P2,LOAD
2025-07-21T14:10:48.133912,S5,P7,LOAD
2025-07-21T14:10:48.933585,S3,P11,UNLOAD
2025-07-21T14:10:51.491928,S5,P7,PROCESS
2025-07-21T14:10:51.645228,S3,P11,TRANSFER
2025-07-21T14:10:52.236206,S1,P2,PROCESS
2025-07-21T14:10:52.308744,S2,P1,LOAD
2025-07-21T14:10:55.702582,S2,P1,PROCESS
2025-07-21T14:10:57.318241,S3,P12,LOAD
2025-07-21T14:11:00.261667,S2,P1,UNLOAD
2025-07-21T14:11:01.351118,S3,P12,PROCESS
2025-07-21T14:11:02.071329,S2,P1,TRANSFER
2025-07-21T14:11:03.337499,S1,P2,UNLOAD
2025-07-21T14:11:04.883892,S5,P7,UNLOAD
2025-07-21T14:11:06.035614,S1,P2,TRANSFER
2025-07-21T14:11:06.483058,S1,P3,LOAD
2025-07-21T14:11:07.186321,S5,P7,TRANSFER
2025-07-21T14:11:07.374453,S5,P8,LOAD
2025-07-21T14:11:08.968709,S3,P12,UNLOAD
2025-07-21T14:11:10.645644,S2,P2,LOAD
2025-07-21T14:11:10.686085,S5,P8,PROCESS
2025-07-21T14:11:10.767007,S1,P3,PROCESS
2025-07-21T14:11:11.754868,S3,P12,TRANSFER
2025-07-21T14:11:14.059611,S2,P2,PROCESS
2025-07-21T14:11:16.098286,S3,P1,LOAD
2025-07-21T14:11:18.719525,S2,P2,UNLOAD
2025-07-21T14:11:20.077075,S3,P1,PROCESS
2025-07-21T14:11:20.572608,S2,P2,TRANSFER
2025-07-21T14:11:22.527345,S1,P3,UNLOAD
2025-07-21T14:11:24.183190,S5,P8,UNLOAD
2025-07-21T14:11:25.158899,S1,P3,TRANSFER
2025-07-21T14:11:25.584480,S1,P4,LOAD
2025-07-21T14:11:25.821444,S3,P1,UNLOAD
2025-07-21T14:11:26.452454,S5,P8,TRANSFER
2025-07-21T14:11:26.629008,S5,P6,LOAD
2025-07-21T14:11:28.635191,S3,P1,TRANSFER
2025-07-21T14:11:29.739753,S2,P3,LOAD
2025-07-21T14:11:29.911366,S1,P4,PROCESS
2025-07-21T14:11:29.916511,S5,P6,PROCESS
2025-07-21T14:11:33.137671,S2,P3,PROCESS
2025-07-21T14:11:34.964394,S3,P2,LOAD
2025-07-21T14:11:38.999730,S3,P2,PROCESS
2025-07-21T14:11:39.018266,S2,P3,UNLOAD
2025-07-21T14:11:40.830911,S2,P3,TRANSFER
2025-07-21T14:11:42.542050,S5,P6,UNLOAD
2025-07-21T14:11:43.416495,S1,P4,UNLOAD
2025-07-21T14:11:44.246196,S5,P6,BLOCK
2025-07-21T14:11:45.287183,S3,P2,UNLOAD
2025-07-21T14:11:46.075400,S1,P4,TRANSFER
2025-07-21T14:11:46.486411,S5,P6,TRANSFER
2025-07-21T14:11:46.502018,S1,P5,LOAD
2025-07-21T14:11:46.678260,S5,P10,LOAD
2025-07-21T14:11:48.243979,S3,P2,TRANSFER
2025-07-21T14:11:50.027122,S5,P10,PROCESS
2025-07-21T14:11:50.631225,S2,P4,LOAD
2025-07-21T14:11:50.777453,S1,P5,PROCESS
2025-07-21T14:11:53.913337,S2,P4,PROCESS
2025-07-21T14:11:55.516466,S3,P3,LOAD
2025-07-21T14:11:59.541230,S3,P3,PROCESS
2025-07-21T14:12:00.452175,S2,P4,UNLOAD
2025-07-21T14:12:02.372477,S2,P4,TRANSFER
2025-07-21T14:12:02.761088,S5,P10,UNLOAD
2025-07-21T14:12:02.911911,S1,P5,UNLOAD
2025-07-21T14:12:04.456231,S5,P10,BLOCK
2025-07-21T14:12:05.626735,S1,P5,TRANSFER
2025-07-21T14:12:06.165714,S1,P9,LOAD
2025-07-21T14:12:06.182215,S5,P10,TRANSFER
2025-07-21T14:12:06.367175,S5,P11,LOAD
2025-07-21T14:12:06.956006,S3,P3,UNLOAD
2025-07-21T14:12:09.667501,S5,P11,PROCESS
2025-07-21T14:12:09.727181,S3,P3,TRANSFER
2025-07-21T14:12:10.175928,S2,P5,LOAD
2025-07-21T14:12:10.500242,S1,P9,PROCESS
2025-07-21T14:12:13.561871,S2,P5,PROCESS
2025-07-21T14:12:16.857449,S3,P4,LOAD
2025-07-21T14:12:17.865273,S2,P5,UNLOAD
2025-07-21T14:12:19.657909,S2,P5,TRANSFER
2025-07-21T14:12:20.836522,S3,P4,PROCESS
2025-07-21T14:12:22.752066,S5,P11,UNLOAD
2025-07-21T14:12:23.053941,S1,P9,UNLOAD
2025-07-21T14:12:24.505715,S5,P11,BLOCK
2025-07-21T14:12:25.795344,S1,P9,TRANSFER
2025-07-21T14:12:26.262144,S1,P7,LOAD
2025-07-21T14:12:26.273059,S5,P11,TRANSFER
2025-07-21T14:12:26.451228,S5,P12,LOAD
2025-07-21T14:12:27.023505,S3,P4,UNLOAD
2025-07-21T14:12:29.741084,S5,P12,PROCESS
2025-07-21T14:12:29.778865,S3,P4,TRANSFER
2025-07-21T14:12:30.418151,S2,P9,LOAD
2025-07-21T14:12:30.540542,S1,P7,PROCESS
2025-07-21T14:12:33.804994,S2,P9,PROCESS
2025-07-21T14:12:33.922355,S3,P5,LOAD
2025-07-21T14:12:37.937670,S3,P5,PROCESS
2025-07-21T14:12:38.660994,S2,P9,UNLOAD
2025-07-21T14:12:40.471236,S2,P9,TRANSFER
2025-07-21T14:12:41.552224,S5,P12,UNLOAD
2025-07-21T14:12:42.618789,S1,P7,UNLOAD
2025-07-21T14:12:43.460896,S5,P12,BLOCK
2025-07-21T14:12:44.227356,S3,P5,UNLOAD
2025-07-21T14:12:45.387260,S1,P7,TRANSFER
2025-07-21T14:12:45.845266,S1,P8,LOAD
2025-07-21T14:12:45.963800,S5,P12,TRANSFER
2025-07-21T14:12:46.143063,S5,P1,LOAD
2025-07-21T14:12:46.984891,S3,P5,TRANSFER
2025-07-21T14:12:49.484291,S5,P1,PROCESS
2025-07-21T14:12:49.941302,S2,P7,LOAD
2025-07-21T14:12:50.190808,S1,P8,PROCESS
2025-07-21T14:12:53.341886,S2,P7,PROCESS
2025-07-21T14:12:54.822051,S3,P9,LOAD
2025-07-21T14:12:58.844899,S3,P9,PROCESS
2025-07-21T14:12:59.072454,S2,P7,UNLOAD
2025-07-21T14:13:00.910729,S2,P7,TRANSFER
2025-07-21T14:13:01.247504,S5,P1,UNLOAD
2025-07-21T14:13:02.804221,S1,P8,UNLOAD
2025-07-21T14:13:03.208071,S5,P1,BLOCK
2025-07-21T14:13:05.574519,S1,P8,TRANSFER
2025-07-21T14:13:05.952427,S3,P9,UNLOAD
2025-07-21T14:13:05.985485,S5,P1,TRANSFER
2025-07-21T14:13:05.986482,S1,P6,LOAD
2025-07-21T14:13:06.167142,S5,P2,LOAD
2025-07-21T14:13:08.723654,S3,P9,TRANSFER
2025-07-21T14:13:09.467809,S5,P2,PROCESS
2025-07-21T14:13:10.160087,S2,P8,LOAD
2025-07-21T14:13:10.315506,S1,P6,PROCESS
2025-07-21T14:13:13.557298,S2,P8,PROCESS
2025-07-21T14:13:15.387191,S3,P7,LOAD
2025-07-21T14:13:18.932694,S2,P8,UNLOAD
2025-07-21T14:13:19.353704,S3,P7,PROCESS
2025-07-21T14:13:20.418091,S5,P2,UNLOAD
2025-07-21T14:13:20.768638,S2,P8,TRANSFER
2025-07-21T14:13:22.352622,S5,P2,BLOCK
2025-07-21T14:13:22.934178,S1,P6,UNLOAD
2025-07-21T14:13:25.695267,S1,P6,TRANSFER
2025-07-21T14:13:26.211607,S1,P10,LOAD
2025-07-21T14:13:26.242268,S5,P2,TRANSFER
2025-07-21T14:13:26.415935,S5,P3,LOAD
2025-07-21T14:13:27.015586,S3,P7,UNLOAD
2025-07-21T14:13:29.705021,S5,P3,PROCESS
2025-07-21T14:13:29.823050,S3,P7,TRANSFER
2025-07-21T14:13:30.391681,S2,P6,LOAD
2025-07-21T14:13:30.501491,S1,P10,PROCESS
2025-07-21T14:13:33.782150,S2,P6,PROCESS
2025-07-21T14:13:35.158900,S3,P8,LOAD
2025-07-21T14:13:39.185504,S3,P8,PROCESS
2025-07-21T14:13:39.310194,S2,P6,UNLOAD
2025-07-21T14:13:41.062194,S5,P3,UNLOAD
2025-07-21T14:13:41.170181,S2,P6,TRANSFER
2025-07-21T14:13:42.283411,S1,P10,UNLOAD
2025-07-21T14:13:43.006962,S5,P3,BLOCK
2025-07-21T14:13:45.088585,S1,P10,TRANSFER
2025-07-21T14:13:45.464347,S5,P3,TRANSFER
2025-07-21T14:13:45.514941,S1,P11,LOAD
2025-07-21T14:13:45.644992,S5,P4,LOAD
2025-07-21T14:13:46.294476,S3,P8,UNLOAD
2025-07-21T14:13:48.993067,S5,P4,PROCESS
2025-07-21T14:13:49.177729,S3,P8,TRANSFER
2025-07-21T14:13:49.728260,S2,P10,LOAD
2025-07-21T14:13:49.785488,S1,P11,PROCESS
2025-07-21T14:13:53.125730,S2,P10,PROCESS
2025-07-21T14:13:55.595106,S3,P6,LOAD
2025-07-21T14:13:57.939344,S2,P10,UNLOAD
2025-07-21T14:13:59.636287,S3,P6,PROCESS
2025-07-21T14:13:59.826506,S2,P10,TRANSFER
2025-07-21T14:14:00.990692,S5,P4,UNLOAD
2025-07-21T14:14:01.969164,S1,P11,UNLOAD
2025-07-21T14:14:02.696857,S5,P4,BLOCK
2025-07-21T14:14:04.708629,S1,P11,TRANSFER
2025-07-21T14:14:05.114501,S5,P4,TRANSFER
2025-07-21T14:14:05.157395,S1,P12,LOAD
2025-07-21T14:14:05.288921,S5,P5,LOAD
2025-07-21T14:14:06.532861,S3,P6,UNLOAD
2025-07-21T14:14:08.624908,S5,P5,PROCESS
2025-07-21T14:14:09.228107,S2,P11,LOAD
2025-07-21T14:14:09.338066,S3,P6,TRANSFER
2025-07-21T14:14:09.404686,S1,P12,PROCESS
2025-07-21T14:14:12.628033,S2,P11,PROCESS
2025-07-21T14:14:14.258050,S3,P10,LOAD
2025-07-21T14:14:18.253134,S2,P11,UNLOAD
2025-07-21T14:14:18.279105,S3,P10,PROCESS
2025-07-21T14:14:20.097315,S2,P11,TRANSFER
2025-07-21T14:14:20.101121,S5,P5,UNLOAD
2025-07-21T14:14:21.341764,S1,P12,UNLOAD
2025-07-21T14:14:21.804842,S5,P5,BLOCK
2025-07-21T14:14:24.046023,S1,P12,TRANSFER
2025-07-21T14:14:24.457001,S5,P5,TRANSFER
2025-07-21T14:14:24.525464,S1,P1,LOAD
2025-07-21T14:14:24.636851,S5,P9,LOAD
2025-07-21T14:14:25.084965,S3,P10,UNLOAD
2025-07-21T14:14:27.873733,S3,P10,TRANSFER
2025-07-21T14:14:27.984493,S5,P9,PROCESS
2025-07-21T14:14:28.773047,S2,P12,LOAD
2025-07-21T14:14:28.850050,S1,P1,PROCESS
2025-07-21T14:14:32.180028,S2,P12,PROCESS
2025-07-21T14:14:34.456580,S3,P11,LOAD
2025-07-21T14:14:38.232860,S2,P12,UNLOAD
2025-07-21T14:14:38.476009,S3,P11,PROCESS
2025-07-21T14:14:39.993069,S2,P12,TRANSFER
2025-07-21T14:14:40.416460,S5,P9,UNLOAD
2025-07-21T14:14:42.153840,S5,P9,BLOCK
2025-07-21T14:14:42.775523,S1,P1,UNLOAD
2025-07-21T14:14:45.465556,S1,P1,TRANSFER
2025-07-21T14:14:45.843031,S5,P9,TRANSFER
2025-07-21T14:14:45.855335,S1,P2,LOAD
2025-07-21T14:14:46.032413,S5,P7,LOAD
2025-07-21T14:14:47.255695,S3,P11,UNLOAD
2025-07-21T14:14:49.373828,S5,P7,PROCESS
2025-07-21T14:14:50.007853,S3,P11,TRANSFER
2025-07-21T14:14:50.101326,S2,P1,LOAD
2025-07-21T14:14:50.136028,S1,P2,PROCESS
2025-07-21T14:14:53.515270,S2,P1,PROCESS
2025-07-21T14:14:54.448123,S3,P12,LOAD
2025-07-21T14:14:57.308097,S2,P1,UNLOAD
2025-07-21T14:14:58.465927,S3,P12,PROCESS
2025-07-21T14:14:59.240450,S2,P1,TRANSFER
2025-07-21T14:15:01.292843,S5,P7,UNLOAD
2025-07-21T14:15:02.029992,S1,P2,UNLOAD
2025-07-21T14:15:03.042353,S5,P7,BLOCK
2025-07-21T14:15:04.644481,S1,P2,TRANSFER
2025-07-21T14:15:04.993164,S5,P7,TRANSFER
2025-07-21T14:15:05.103051,S1,P3,LOAD
2025-07-21T14:15:05.165443,S5,P8,LOAD
2025-07-21T14:15:06.091156,S3,P12,UNLOAD
2025-07-21T14:15:08.522878,S5,P8,PROCESS
2025-07-21T14:15:08.905586,S3,P12,TRANSFER
2025-07-21T14:15:09.113158,S2,P2,LOAD
2025-07-21T14:15:09.415525,S1,P3,PROCESS
2025-07-21T14:15:12.509326,S2,P2,PROCESS
2025-07-21T14:15:13.964852,S3,P1,LOAD
2025-07-21T14:15:16.558975,S2,P2,UNLOAD
2025-07-21T14:15:18.014076,S3,P1,PROCESS
2025-07-21T14:15:18.390219,S2,P2,TRANSFER
2025-07-21T14:15:20.351901,S5,P8,UNLOAD
2025-07-21T14:15:21.000830,S1,P3,UNLOAD
2025-07-21T14:15:22.146296,S5,P8,BLOCK
2025-07-21T14:15:23.655194,S1,P3,TRANSFER
2025-07-21T14:15:24.140512,S1,P4,LOAD
2025-07-21T14:15:24.206799,S5,P8,TRANSFER
2025-07-21T14:15:24.384939,S5,P6,LOAD
2025-07-21T14:15:25.338784,S3,P1,UNLOAD
2025-07-21T14:15:27.665446,S5,P6,PROCESS
2025-07-21T14:15:28.182948,S3,P1,TRANSFER
2025-07-21T14:15:28.218522,S2,P3,LOAD
2025-07-21T14:15:28.404790,S1,P4,PROCESS
2025-07-21T14:15:31.659103,S2,P3,PROCESS
2025-07-21T14:15:33.301064,S3,P2,LOAD
2025-07-21T14:15:36.215925,S2,P3,UNLOAD
2025-07-21T14:15:37.274936,S3,P2,PROCESS
2025-07-21T14:15:37.989328,S2,P3,TRANSFER
2025-07-21T14:15:38.929452,S1,P4,UNLOAD
2025-07-21T14:15:39.441935,S5,P6,UNLOAD
2025-07-21T14:15:41.603192,S5,P6,BLOCK
2025-07-21T14:15:42.040901,S1,P4,TRANSFER
2025-07-21T14:15:42.461720,S5,P6,TRANSFER
2025-07-21T14:15:42.508429,S1,P5,LOAD
2025-07-21T14:15:42.639090,S5,P10,LOAD
2025-07-21T14:15:44.232228,S3,P2,UNLOAD
2025-07-21T14:15:45.925206,S5,P10,PROCESS
2025-07-21T14:15:46.627950,S2,P4,LOAD
2025-07-21T14:15:46.747339,S1,P5,PROCESS
2025-07-21T14:15:47.034217,S3,P2,TRANSFER
2025-07-21T14:15:50.029204,S2,P4,PROCESS
2025-07-21T14:15:52.813521,S3,P3,LOAD
2025-07-21T14:15:55.652049,S2,P4,UNLOAD
2025-07-21T14:15:56.832589,S3,P3,PROCESS
2025-07-21T14:15:57.516081,S2,P4,TRANSFER
2025-07-21T14:15:57.801417,S5,P10,UNLOAD
2025-07-21T14:15:58.224805,S1,P5,UNLOAD
2025-07-21T14:15:59.754280,S5,P10,BLOCK
2025-07-21T14:16:00.830158,S1,P5,TRANSFER
2025-07-21T14:16:01.207577,S5,P10,TRANSFER
2025-07-21T14:16:01.264922,S1,P9,LOAD
2025-07-21T14:16:01.386938,S5,P11,LOAD
2025-07-21T14:16:03.699554,S3,P3,UNLOAD
2025-07-21T14:16:04.725660,S5,P11,PROCESS
2025-07-21T14:16:05.502078,S2,P5,LOAD
2025-07-21T14:16:05.593386,S1,P9,PROCESS
2025-07-21T14:16:06.515608,S3,P3,TRANSFER
2025-07-21T14:16:08.899254,S2,P5,PROCESS
2025-07-21T14:16:11.895043,S3,P4,LOAD
2025-07-21T14:16:15.077934,S2,P5,UNLOAD
2025-07-21T14:16:15.924000,S3,P4,PROCESS
2025-07-21T14:16:16.917244,S2,P5,TRANSFER
2025-07-21T14:16:17.004374,S5,P11,UNLOAD
2025-07-21T14:16:18.233911,S1,P9,UNLOAD
2025-07-21T14:16:18.901868,S5,P11,BLOCK
2025-07-21T14:16:21.001883,S1,P9,TRANSFER
2025-07-21T14:16:21.247241,S5,P11,TRANSFER
2025-07-21T14:16:21.383586,S1,P7,LOAD
2025-07-21T14:16:21.435494,S5,P12,LOAD
2025-07-21T14:16:24.204829,S3,P4,UNLOAD
2025-07-21T14:16:24.775230,S5,P12,PROCESS
2025-07-21T14:16:25.391906,S2,P9,LOAD
2025-07-21T14:16:25.635187,S1,P7,PROCESS
2025-07-21T14:16:26.957171,S3,P4,TRANSFER
2025-07-21T14:16:28.841056,S2,P9,PROCESS
2025-07-21T14:16:31.218934,S3,P5,LOAD
2025-07-21T14:16:34.665603,S2,P9,UNLOAD
2025-07-21T14:16:35.239219,S3,P5,PROCESS
2025-07-21T14:16:36.475877,S2,P9,TRANSFER
2025-07-21T14:16:37.316140,S5,P12,UNLOAD
2025-07-21T14:16:38.046078,S1,P7,UNLOAD
2025-07-21T14:16:39.238937,S5,P12,BLOCK
2025-07-21T14:16:40.773931,S1,P7,TRANSFER
2025-07-21T14:16:41.166763,S1,P8,LOAD
2025-07-21T14:16:41.309174,S5,P12,TRANSFER
2025-07-21T14:16:41.499150,S5,P1,LOAD
2025-07-21T14:16:42.033610,S3,P5,UNLOAD
2025-07-21T14:16:44.796842,S3,P5,TRANSFER
2025-07-21T14:16:44.853501,S5,P1,PROCESS
2025-07-21T14:16:45.393325,S2,P7,LOAD
2025-07-21T14:16:45.482247,S1,P8,PROCESS
2025-07-21T14:16:48.839188,S2,P7,PROCESS
2025-07-21T14:16:50.996467,S3,P9,LOAD
2025-07-21T14:16:54.717901,S2,P7,UNLOAD
2025-07-21T14:16:55.018834,S3,P9,PROCESS
2025-07-21T14:16:56.558623,S2,P7,TRANSFER
2025-07-21T14:16:57.478906,S5,P1,UNLOAD
2025-07-21T14:16:57.873408,S1,P8,UNLOAD
2025-07-21T14:16:59.191589,S5,P1,BLOCK
2025-07-21T14:17:00.603700,S1,P8,TRANSFER
2025-07-21T14:17:01.023534,S1,P6,LOAD
2025-07-21T14:17:01.024265,S5,P1,TRANSFER
2025-07-21T14:17:01.205865,S5,P2,LOAD
2025-07-21T14:17:02.321768,S3,P9,UNLOAD
2025-07-21T14:17:04.495028,S5,P2,PROCESS
2025-07-21T14:17:05.087404,S3,P9,TRANSFER
2025-07-21T14:17:05.175811,S2,P8,LOAD
2025-07-21T14:17:05.216005,S1,P6,PROCESS
2025-07-21T14:17:08.629348,S2,P8,PROCESS
2025-07-21T14:17:10.986922,S3,P7,LOAD
2025-07-21T14:17:14.556343,S2,P8,UNLOAD
2025-07-21T14:17:14.962574,S3,P7,PROCESS
2025-07-21T14:17:15.292794,S5,P2,UNLOAD
2025-07-21T14:17:16.428271,S2,P8,TRANSFER
2025-07-21T14:17:17.045041,S5,P2,BLOCK
2025-07-21T14:17:17.755305,S1,P6,UNLOAD
2025-07-21T14:17:20.428824,S1,P6,TRANSFER
2025-07-21T14:17:20.756807,S5,P2,TRANSFER
2025-07-21T14:17:20.822985,S1,P10,LOAD
2025-07-21T14:17:20.937089,S5,P3,LOAD
2025-07-21T14:17:22.638085,S3,P7,UNLOAD
2025-07-21T14:17:24.230968,S5,P3,PROCESS
2025-07-21T14:17:25.101799,S1,P10,PROCESS
2025-07-21T14:17:25.179939,S2,P6,LOAD
2025-07-21T14:17:25.454460,S3,P7,TRANSFER
2025-07-21T14:17:28.573085,S2,P6,PROCESS
2025-07-21T14:17:30.764489,S3,P8,LOAD
2025-07-21T14:17:33.564374,S2,P6,UNLOAD
2025-07-21T14:17:34.789580,S3,P8,PROCESS
2025-07-21T14:17:35.400280,S2,P6,TRANSFER
2025-07-21T14:17:37.577795,S5,P3,UNLOAD
2025-07-21T14:17:38.261950,S1,P10,UNLOAD
2025-07-21T14:17:39.341120,S5,P3,BLOCK
2025-07-21T14:17:40.993800,S1,P10,TRANSFER
2025-07-21T14:17:41.395716,S5,P3,TRANSFER
2025-07-21T14:17:41.496977,S1,P11,LOAD
2025-07-21T14:17:41.584296,S5,P4,LOAD
2025-07-21T14:17:42.755020,S3,P8,UNLOAD
