time,station,part,activity
2025-07-21T12:13:13.926700,S2,P4,PROCESS
2025-07-21T12:13:14.357980,S3,P3,LOAD
2025-07-21T12:13:18.181508,S2,P4,UNLOAD
2025-07-21T12:13:18.335588,S3,P3,PROCESS
2025-07-21T12:13:20.065041,S2,P4,TRANSFER
2025-07-21T12:13:20.842586,S1,P5,UNLOAD
2025-07-21T12:13:23.623419,S1,P5,TRANSFER
2025-07-21T12:13:24.125779,S1,P9,LOAD
2025-07-21T12:13:25.401417,S3,P3,UNLOAD
2025-07-21T12:13:28.209862,S3,P3,TRANSFER
2025-07-21T12:13:28.421652,S1,P9,PROCESS
2025-07-21T12:13:29.142011,S2,P5,LOAD
2025-07-21T12:13:32.542435,S2,P5,PROCESS
2025-07-21T12:13:34.768059,S3,P4,LOAD
2025-07-21T12:13:35.886943,S2,P5,UNLOAD
2025-07-21T12:13:37.686652,S2,P5,TRANSFER
2025-07-21T12:13:38.752015,S3,P4,PROCESS
2025-07-21T12:13:40.526436,S1,P9,UNLOAD
2025-07-21T12:13:43.220950,S1,P9,TRANSFER
2025-07-21T12:13:43.685608,S1,P7,LOAD
2025-07-21T12:13:46.097840,S3,P4,UNLOAD
2025-07-21T12:13:47.955991,S1,P7,PROCESS
2025-07-21T12:13:48.464095,S2,P9,LOAD
2025-07-21T12:13:48.811930,S3,P4,TRANSFER
2025-07-21T12:13:51.866343,S2,P9,PROCESS
2025-07-21T12:13:52.291958,S3,P5,LOAD
2025-07-21T12:13:56.318574,S3,P5,PROCESS
2025-07-21T12:13:56.980369,S2,P9,UNLOAD
2025-07-21T12:13:58.836871,S2,P9,TRANSFER
2025-07-21T12:14:00.446155,S1,P7,UNLOAD
2025-07-21T12:14:03.162450,S1,P7,TRANSFER
2025-07-21T12:14:03.422560,S3,P5,UNLOAD
2025-07-21T12:14:03.556154,S1,P8,LOAD
2025-07-21T12:14:06.120217,S3,P5,TRANSFER
2025-07-21T12:14:07.806146,S1,P8,PROCESS
2025-07-21T12:14:08.450439,S2,P7,LOAD
2025-07-21T12:14:11.844644,S2,P7,PROCESS
2025-07-21T12:14:13.631907,S3,P9,LOAD
2025-07-21T12:14:17.016713,S2,P7,UNLOAD
2025-07-21T12:14:17.657079,S3,P9,PROCESS
2025-07-21T12:14:18.784089,S2,P7,TRANSFER
2025-07-21T12:14:19.787039,S1,P8,UNLOAD
2025-07-21T12:14:22.425041,S1,P8,TRANSFER
2025-07-21T12:14:22.939834,S1,P6,LOAD
2025-07-21T12:14:23.557832,S5,P1,TRANSFER
2025-07-21T12:14:23.745011,S5,P2,LOAD
2025-07-21T12:14:25.166298,S3,P9,UNLOAD
2025-07-21T12:14:27.037896,S5,P2,PROCESS
2025-07-21T12:14:27.241492,S1,P6,PROCESS
2025-07-21T12:14:27.948359,S3,P9,TRANSFER
2025-07-21T12:14:28.003010,S2,P8,LOAD
2025-07-21T12:14:31.402683,S2,P8,PROCESS
2025-07-21T12:14:33.076509,S3,P7,LOAD
2025-07-21T12:14:36.527661,S2,P8,UNLOAD
2025-07-21T12:14:37.106407,S3,P7,PROCESS
2025-07-21T12:14:38.406437,S2,P8,TRANSFER
2025-07-21T12:14:38.845353,S5,P2,UNLOAD
2025-07-21T12:14:39.530274,S1,P6,UNLOAD
2025-07-21T12:14:40.589959,S5,P2,BLOCK
2025-07-21T12:14:42.240696,S1,P6,TRANSFER
2025-07-21T12:14:42.781293,S1,P10,LOAD
2025-07-21T12:14:43.295170,S3,P7,UNLOAD
2025-07-21T12:14:43.412936,S5,P2,TRANSFER
2025-07-21T12:14:43.621723,S5,P3,LOAD
2025-07-21T12:14:46.109635,S3,P7,TRANSFER
2025-07-21T12:14:46.903021,S5,P3,PROCESS
2025-07-21T12:14:47.124904,S1,P10,PROCESS
2025-07-21T12:14:47.546769,S2,P6,LOAD
2025-07-21T12:14:50.942878,S2,P6,PROCESS
2025-07-21T12:14:52.865521,S3,P8,LOAD
2025-07-21T12:14:56.274077,S2,P6,UNLOAD
2025-07-21T12:14:56.838549,S3,P8,PROCESS
2025-07-21T12:14:57.270614,S1,P10,UNLOAD
2025-07-21T12:14:58.112075,S2,P6,TRANSFER
2025-07-21T12:14:59.624811,S5,P3,UNLOAD
2025-07-21T12:14:59.963625,S1,P10,TRANSFER
2025-07-21T12:15:00.413822,S1,P11,LOAD
2025-07-21T12:15:01.839052,S5,P3,TRANSFER
2025-07-21T12:15:02.050064,S5,P4,LOAD
2025-07-21T12:15:04.406419,S3,P8,UNLOAD
2025-07-21T12:15:04.746572,S1,P11,PROCESS
2025-07-21T12:15:05.320448,S2,P10,LOAD
2025-07-21T12:15:05.401690,S5,P4,PROCESS
2025-07-21T12:15:07.195644,S3,P8,TRANSFER
2025-07-21T12:15:08.717867,S2,P10,PROCESS
2025-07-21T12:15:12.609163,S3,P6,LOAD
2025-07-21T12:15:13.581273,S2,P10,UNLOAD
2025-07-21T12:15:15.372079,S2,P10,TRANSFER
2025-07-21T12:15:16.597589,S3,P6,PROCESS
2025-07-21T12:15:16.778299,S1,P11,UNLOAD
2025-07-21T12:15:17.927704,S5,P4,UNLOAD
2025-07-21T12:15:19.519703,S1,P11,TRANSFER
2025-07-21T12:15:19.724143,S5,P4,BLOCK
2025-07-21T12:15:20.015460,S1,P12,LOAD
2025-07-21T12:15:20.611963,S5,P4,TRANSFER
2025-07-21T12:15:20.789421,S5,P5,LOAD
2025-07-21T12:15:23.140299,S3,P6,UNLOAD
2025-07-21T12:15:24.107444,S5,P5,PROCESS
2025-07-21T12:15:24.303030,S1,P12,PROCESS
2025-07-21T12:15:25.037887,S2,P11,LOAD
2025-07-21T12:15:25.908085,S3,P6,TRANSFER
2025-07-21T12:15:28.428077,S2,P11,PROCESS
2025-07-21T12:15:29.811229,S3,P10,LOAD
2025-07-21T12:15:33.839634,S3,P10,PROCESS
2025-07-21T12:15:34.307901,S2,P11,UNLOAD
2025-07-21T12:15:36.154768,S2,P11,TRANSFER
2025-07-21T12:15:36.640712,S5,P5,UNLOAD
2025-07-21T12:15:36.843653,S1,P12,UNLOAD
2025-07-21T12:15:38.385231,S5,P5,BLOCK
2025-07-21T12:15:39.612754,S1,P12,TRANSFER
2025-07-21T12:15:39.981216,S3,P10,UNLOAD
2025-07-21T12:15:40.057691,S1,P1,LOAD
2025-07-21T12:15:40.667278,S5,P5,TRANSFER
2025-07-21T12:15:40.843448,S5,P9,LOAD
2025-07-21T12:15:42.762973,S3,P10,TRANSFER
2025-07-21T12:15:44.149832,S5,P9,PROCESS
2025-07-21T12:15:44.266882,S1,P1,PROCESS
2025-07-21T12:15:44.805050,S2,P12,LOAD
2025-07-21T12:15:48.244818,S2,P12,PROCESS
2025-07-21T12:15:50.797941,S3,P11,LOAD
2025-07-21T12:15:52.600053,S2,P12,UNLOAD
2025-07-21T12:15:54.346885,S2,P12,TRANSFER
2025-07-21T12:15:54.787586,S3,P11,PROCESS
2025-07-21T12:15:56.180354,S5,P9,UNLOAD
2025-07-21T12:15:56.937488,S1,P1,UNLOAD
2025-07-21T12:15:58.019018,S5,P9,BLOCK
2025-07-21T12:15:59.716310,S1,P1,TRANSFER
2025-07-21T12:16:00.202500,S1,P2,LOAD
2025-07-21T12:16:00.829037,S5,P9,TRANSFER
2025-07-21T12:16:01.009976,S5,P7,LOAD
2025-07-21T12:16:02.345660,S3,P11,UNLOAD
2025-07-21T12:16:04.360113,S5,P7,PROCESS
2025-07-21T12:16:04.480382,S1,P2,PROCESS
2025-07-21T12:16:04.637363,S2,P1,LOAD
2025-07-21T12:16:05.169483,S3,P11,TRANSFER
2025-07-21T12:16:07.985747,S2,P1,PROCESS
2025-07-21T12:16:08.865586,S3,P12,LOAD
2025-07-21T12:16:12.851933,S2,P1,UNLOAD
2025-07-21T12:16:12.889612,S3,P12,PROCESS
2025-07-21T12:16:14.712273,S2,P1,TRANSFER
2025-07-21T12:16:15.823116,S5,P7,UNLOAD
2025-07-21T12:16:17.052662,S1,P2,UNLOAD
2025-07-21T12:16:17.690558,S5,P7,BLOCK
2025-07-21T12:16:18.975756,S3,P12,UNLOAD
2025-07-21T12:16:19.785150,S1,P2,TRANSFER
2025-07-21T12:16:20.354745,S1,P3,LOAD
2025-07-21T12:16:20.962297,S5,P7,TRANSFER
2025-07-21T12:16:21.195189,S5,P8,LOAD
2025-07-21T12:16:21.748073,S3,P12,TRANSFER
2025-07-21T12:16:24.541783,S5,P8,PROCESS
2025-07-21T12:16:24.626137,S1,P3,PROCESS
2025-07-21T12:16:25.070785,S2,P2,LOAD
2025-07-21T12:16:28.461362,S2,P2,PROCESS
2025-07-21T12:16:28.897105,S3,P1,LOAD
2025-07-21T12:16:32.934490,S3,P1,PROCESS
2025-07-21T12:16:32.971497,S2,P2,UNLOAD
2025-07-21T12:16:34.749959,S2,P2,TRANSFER
2025-07-21T12:16:35.602640,S5,P8,UNLOAD
2025-07-21T12:16:36.782794,S1,P3,UNLOAD
2025-07-21T12:16:37.312353,S5,P8,BLOCK
2025-07-21T12:16:39.604131,S1,P3,TRANSFER
2025-07-21T12:16:40.099675,S1,P4,LOAD
2025-07-21T12:16:40.099923,S3,P1,UNLOAD
2025-07-21T12:16:40.791690,S5,P8,TRANSFER
2025-07-21T12:16:41.029649,S5,P6,LOAD
2025-07-21T12:16:42.863164,S3,P1,TRANSFER
2025-07-21T12:16:44.324486,S5,P6,PROCESS
2025-07-21T12:16:44.454672,S1,P4,PROCESS
2025-07-21T12:16:44.829659,S2,P3,LOAD
2025-07-21T12:16:48.215782,S2,P3,PROCESS
2025-07-21T12:16:49.529489,S3,P2,LOAD
2025-07-21T12:16:52.266335,S2,P3,UNLOAD
2025-07-21T12:16:53.553203,S3,P2,PROCESS
2025-07-21T12:16:54.066046,S2,P3,TRANSFER
2025-07-21T12:16:56.337333,S1,P4,UNLOAD
2025-07-21T12:16:57.098550,S5,P6,UNLOAD
2025-07-21T12:16:58.781025,S5,P6,BLOCK
2025-07-21T12:16:59.087585,S1,P4,TRANSFER
2025-07-21T12:16:59.445884,S3,P2,UNLOAD
2025-07-21T12:16:59.600267,S1,P5,LOAD
2025-07-21T12:17:00.183724,S5,P6,TRANSFER
2025-07-21T12:17:00.377105,S5,P10,LOAD
2025-07-21T12:17:02.245505,S3,P2,TRANSFER
2025-07-21T12:17:03.566859,S1,P5,PROCESS
2025-07-21T12:17:03.722585,S5,P10,PROCESS
2025-07-21T12:17:03.966947,S2,P4,LOAD
2025-07-21T12:17:07.410745,S2,P4,PROCESS
2025-07-21T12:17:08.409964,S3,P3,LOAD
2025-07-21T12:17:11.711268,S2,P4,UNLOAD
2025-07-21T12:17:12.437227,S3,P3,PROCESS
2025-07-21T12:17:13.456887,S2,P4,TRANSFER
2025-07-21T12:17:14.677412,S5,P10,UNLOAD
2025-07-21T12:17:15.102591,S1,P5,UNLOAD
2025-07-21T12:17:16.392413,S5,P10,BLOCK
2025-07-21T12:17:17.823609,S1,P5,TRANSFER
2025-07-21T12:17:18.294625,S1,P9,LOAD
2025-07-21T12:17:18.721998,S3,P3,UNLOAD
2025-07-21T12:17:18.861679,S5,P10,TRANSFER
2025-07-21T12:17:19.039743,S5,P11,LOAD
2025-07-21T12:17:21.445877,S3,P3,TRANSFER
2025-07-21T12:17:22.332153,S5,P11,PROCESS
2025-07-21T12:17:22.616603,S1,P9,PROCESS
2025-07-21T12:17:23.074782,S2,P5,LOAD
2025-07-21T12:17:26.413921,S2,P5,PROCESS
2025-07-21T12:17:28.177224,S3,P4,LOAD
2025-07-21T12:17:31.022353,S2,P5,UNLOAD
2025-07-21T12:17:32.225848,S3,P4,PROCESS
2025-07-21T12:17:32.849773,S2,P5,TRANSFER
2025-07-21T12:17:33.488136,S5,P11,UNLOAD
2025-07-21T12:17:33.680713,S1,P9,UNLOAD
2025-07-21T12:17:35.511384,S5,P11,BLOCK
2025-07-21T12:17:36.455213,S1,P9,TRANSFER
2025-07-21T12:17:36.958307,S1,P7,LOAD
2025-07-21T12:17:37.541409,S5,P11,TRANSFER
2025-07-21T12:17:37.728409,S5,P12,LOAD
2025-07-21T12:17:38.715536,S3,P4,UNLOAD
2025-07-21T12:17:41.021885,S5,P12,PROCESS
2025-07-21T12:17:41.304125,S1,P7,PROCESS
2025-07-21T12:17:41.492526,S3,P4,TRANSFER
2025-07-21T12:17:42.004751,S2,P9,LOAD
2025-07-21T12:17:45.395294,S2,P9,PROCESS
2025-07-21T12:17:47.505185,S3,P5,LOAD
2025-07-21T12:17:48.836036,S2,P9,UNLOAD
2025-07-21T12:17:50.690886,S2,P9,TRANSFER
2025-07-21T12:17:51.541599,S3,P5,PROCESS
2025-07-21T12:17:52.743985,S5,P12,UNLOAD
2025-07-21T12:17:52.845429,S1,P7,UNLOAD
2025-07-21T12:17:54.641150,S5,P12,BLOCK
2025-07-21T12:17:55.437962,S1,P7,TRANSFER
2025-07-21T12:17:55.877381,S1,P8,LOAD
2025-07-21T12:17:56.481681,S5,P12,TRANSFER
2025-07-21T12:17:56.665162,S5,P1,LOAD
2025-07-21T12:17:57.977132,S3,P5,UNLOAD
2025-07-21T12:18:00.009359,S5,P1,PROCESS
2025-07-21T12:18:00.217453,S1,P8,PROCESS
2025-07-21T12:18:00.602963,S2,P7,LOAD
2025-07-21T12:18:00.756321,S3,P5,TRANSFER
2025-07-21T12:18:03.999918,S2,P7,PROCESS
2025-07-21T12:18:04.838718,S3,P9,LOAD
2025-07-21T12:18:08.816776,S2,P7,UNLOAD
2025-07-21T12:18:08.862555,S3,P9,PROCESS
2025-07-21T12:18:10.582065,S2,P7,TRANSFER
2025-07-21T12:18:12.843042,S5,P1,UNLOAD
2025-07-21T12:18:13.472487,S1,P8,UNLOAD
2025-07-21T12:18:14.532275,S5,P1,BLOCK
2025-07-21T12:18:14.846394,S3,P9,UNLOAD
2025-07-21T12:18:16.236341,S1,P8,TRANSFER
2025-07-21T12:18:16.735731,S1,P6,LOAD
2025-07-21T12:18:17.451097,S5,P1,TRANSFER
2025-07-21T12:18:17.549090,S3,P9,BLOCK
2025-07-21T12:18:17.650551,S5,P2,LOAD
2025-07-21T12:18:17.730547,S3,P9,TRANSFER
2025-07-21T12:18:20.934146,S5,P2,PROCESS
2025-07-21T12:18:20.976793,S1,P6,PROCESS
2025-07-21T12:18:21.483854,S2,P8,LOAD
2025-07-21T12:18:24.926713,S2,P8,PROCESS
2025-07-21T12:18:25.046709,S3,P7,LOAD
2025-07-21T12:18:29.067902,S3,P7,PROCESS
2025-07-21T12:18:31.462827,S2,P8,UNLOAD
2025-07-21T12:18:33.212095,S1,P6,UNLOAD
2025-07-21T12:18:33.287335,S2,P8,TRANSFER
2025-07-21T12:18:34.932282,S5,P2,UNLOAD
2025-07-21T12:18:35.465215,S3,P7,UNLOAD
2025-07-21T12:18:36.039418,S1,P6,TRANSFER
2025-07-21T12:18:36.537399,S1,P10,LOAD
2025-07-21T12:18:37.549809,S5,P2,TRANSFER
2025-07-21T12:18:37.741966,S5,P3,LOAD
2025-07-21T12:18:38.309508,S3,P7,TRANSFER
2025-07-21T12:18:40.873539,S1,P10,PROCESS
2025-07-21T12:18:41.034018,S5,P3,PROCESS
2025-07-21T12:18:41.723046,S2,P6,LOAD
2025-07-21T12:18:45.107505,S2,P6,PROCESS
2025-07-21T12:18:47.962983,S3,P8,LOAD
2025-07-21T12:18:49.362114,S2,P6,UNLOAD
2025-07-21T12:18:51.150756,S2,P6,TRANSFER
2025-07-21T12:18:51.950658,S3,P8,PROCESS
2025-07-21T12:18:52.038343,S5,P3,UNLOAD
2025-07-21T12:18:52.148246,S1,P10,UNLOAD
2025-07-21T12:18:53.864434,S5,P3,BLOCK
2025-07-21T12:18:54.872852,S1,P10,TRANSFER
2025-07-21T12:18:55.331672,S1,P11,LOAD
2025-07-21T12:18:55.907808,S5,P3,TRANSFER
2025-07-21T12:18:56.077692,S5,P4,LOAD
2025-07-21T12:18:59.367073,S5,P4,PROCESS
2025-07-21T12:18:59.656377,S1,P11,PROCESS
2025-07-21T12:18:59.709133,S3,P8,UNLOAD
2025-07-21T12:19:00.129493,S2,P10,LOAD
2025-07-21T12:19:02.481698,S3,P8,TRANSFER
2025-07-21T12:19:03.526906,S2,P10,PROCESS
2025-07-21T12:19:05.089251,S3,P6,LOAD
2025-07-21T12:19:09.111163,S3,P6,PROCESS
2025-07-21T12:19:09.153530,S2,P10,UNLOAD
2025-07-21T12:19:10.826381,S1,P11,UNLOAD
2025-07-21T12:19:10.932427,S5,P4,UNLOAD
2025-07-21T12:19:10.987287,S2,P10,TRANSFER
2025-07-21T12:19:12.632959,S5,P4,BLOCK
2025-07-21T12:19:13.462646,S1,P11,TRANSFER
2025-07-21T12:19:13.918098,S1,P12,LOAD
2025-07-21T12:19:14.551123,S5,P4,TRANSFER
2025-07-21T12:19:14.732155,S5,P5,LOAD
2025-07-21T12:19:16.518556,S3,P6,UNLOAD
2025-07-21T12:19:18.031402,S5,P5,PROCESS
2025-07-21T12:19:18.237730,S1,P12,PROCESS
2025-07-21T12:19:18.976613,S2,P11,LOAD
2025-07-21T12:19:19.235522,S3,P6,TRANSFER
2025-07-21T12:19:22.366135,S2,P11,PROCESS
2025-07-21T12:19:25.324658,S3,P10,LOAD
2025-07-21T12:19:28.856290,S2,P11,UNLOAD
2025-07-21T12:19:29.294658,S3,P10,PROCESS
2025-07-21T12:19:29.704094,S1,P12,UNLOAD
2025-07-21T12:19:30.498675,S5,P5,UNLOAD
2025-07-21T12:19:30.601059,S2,P11,TRANSFER
2025-07-21T12:19:32.250162,S5,P5,BLOCK
2025-07-21T12:19:32.451771,S1,P12,TRANSFER
2025-07-21T12:19:32.951408,S1,P1,LOAD
2025-07-21T12:19:33.573044,S5,P5,TRANSFER
2025-07-21T12:19:33.771190,S5,P9,LOAD
2025-07-21T12:19:36.357237,S3,P10,UNLOAD
2025-07-21T12:19:37.003748,S1,P1,PROCESS
2025-07-21T12:19:37.061339,S5,P9,PROCESS
2025-07-21T12:19:37.610698,S2,P12,LOAD
2025-07-21T12:19:39.180848,S3,P10,TRANSFER
2025-07-21T12:19:40.945517,S2,P12,PROCESS
2025-07-21T12:19:45.068621,S3,P11,LOAD
2025-07-21T12:19:45.551969,S2,P12,UNLOAD
2025-07-21T12:19:47.471528,S2,P12,TRANSFER
2025-07-21T12:19:48.625342,S5,P9,UNLOAD
2025-07-21T12:19:48.718155,S1,P1,UNLOAD
2025-07-21T12:19:49.089564,S3,P11,PROCESS
2025-07-21T12:19:50.594722,S5,P9,BLOCK
2025-07-21T12:19:51.493748,S1,P1,TRANSFER
2025-07-21T12:19:52.024708,S1,P2,LOAD
2025-07-21T12:19:52.673956,S5,P9,TRANSFER
2025-07-21T12:19:52.863251,S5,P7,LOAD
2025-07-21T12:19:56.173159,S5,P7,PROCESS
2025-07-21T12:19:56.347040,S1,P2,PROCESS
2025-07-21T12:19:56.710790,S2,P1,LOAD
2025-07-21T12:19:56.847038,S3,P11,UNLOAD
2025-07-21T12:19:59.629643,S3,P11,TRANSFER
2025-07-21T12:20:00.076998,S2,P1,PROCESS
2025-07-21T12:20:01.928708,S3,P12,LOAD
2025-07-21T12:20:05.694432,S2,P1,UNLOAD
2025-07-21T12:20:05.962793,S3,P12,PROCESS
2025-07-21T12:20:06.686903,S1,P2,UNLOAD
2025-07-21T12:20:07.552431,S2,P1,TRANSFER
2025-07-21T12:20:07.994991,S5,P7,UNLOAD
2025-07-21T12:20:09.665628,S1,P2,TRANSFER
2025-07-21T12:20:10.134106,S1,P3,LOAD
2025-07-21T12:20:10.193842,S5,P7,BLOCK
2025-07-21T12:20:10.740082,S5,P7,TRANSFER
2025-07-21T12:20:10.934052,S5,P8,LOAD
2025-07-21T12:20:14.282968,S1,P3,PROCESS
2025-07-21T12:20:14.282985,S5,P8,PROCESS
2025-07-21T12:20:14.385757,S3,P12,UNLOAD
2025-07-21T12:20:14.800509,S2,P2,LOAD
2025-07-21T12:20:17.181673,S3,P12,TRANSFER
2025-07-21T12:20:18.187536,S2,P2,PROCESS
2025-07-21T12:20:21.899132,S3,P1,LOAD
2025-07-21T12:20:24.212097,S2,P2,UNLOAD
2025-07-21T12:20:25.929962,S3,P1,PROCESS
2025-07-21T12:20:25.996066,S2,P2,TRANSFER
2025-07-21T12:20:26.809061,S5,P8,UNLOAD
2025-07-21T12:20:26.838023,S1,P3,UNLOAD
2025-07-21T12:20:28.503659,S5,P8,BLOCK
2025-07-21T12:20:29.552445,S1,P3,TRANSFER
2025-07-21T12:20:30.026372,S1,P4,LOAD
2025-07-21T12:20:30.672572,S5,P8,TRANSFER
2025-07-21T12:20:30.853765,S5,P6,LOAD
2025-07-21T12:20:32.216239,S3,P1,UNLOAD
2025-07-21T12:20:34.196711,S5,P6,PROCESS
2025-07-21T12:20:34.228151,S1,P4,PROCESS
2025-07-21T12:20:34.806139,S2,P3,LOAD
2025-07-21T12:20:34.980301,S3,P1,TRANSFER
2025-07-21T12:20:38.196513,S2,P3,PROCESS
2025-07-21T12:20:40.332641,S3,P2,LOAD
2025-07-21T12:20:42.195537,S2,P3,UNLOAD
2025-07-21T12:20:44.026806,S2,P3,TRANSFER
2025-07-21T12:20:44.365799,S3,P2,PROCESS
2025-07-21T12:20:46.675178,S5,P6,UNLOAD
2025-07-21T12:20:47.500196,S1,P4,UNLOAD
2025-07-21T12:20:48.671351,S5,P6,BLOCK
2025-07-21T12:20:50.287722,S1,P4,TRANSFER
2025-07-21T12:20:50.385882,S3,P2,UNLOAD
2025-07-21T12:20:50.758240,S1,P5,LOAD
2025-07-21T12:20:51.332007,S5,P6,TRANSFER
2025-07-21T12:20:51.507305,S5,P10,LOAD
2025-07-21T12:20:53.120597,S3,P2,TRANSFER
2025-07-21T12:20:54.871139,S5,P10,PROCESS
2025-07-21T12:20:55.070602,S1,P5,PROCESS
2025-07-21T12:20:55.466064,S2,P4,LOAD
2025-07-21T12:20:58.291903,S3,P3,LOAD
2025-07-21T12:20:58.855752,S2,P4,PROCESS
2025-07-21T12:21:02.309106,S3,P3,PROCESS
2025-07-21T12:21:04.534389,S2,P4,UNLOAD
2025-07-21T12:21:06.351417,S2,P4,TRANSFER
2025-07-21T12:21:07.298874,S5,P10,UNLOAD
2025-07-21T12:21:07.420108,S1,P5,UNLOAD
2025-07-21T12:21:09.094510,S5,P10,BLOCK
2025-07-21T12:21:09.867708,S3,P3,UNLOAD
2025-07-21T12:21:10.189555,S1,P5,TRANSFER
2025-07-21T12:21:10.723193,S1,P9,LOAD
2025-07-21T12:21:11.250238,S5,P10,TRANSFER
2025-07-21T12:21:11.423170,S5,P11,LOAD
2025-07-21T12:21:12.677820,S3,P3,TRANSFER
2025-07-21T12:21:14.784410,S5,P11,PROCESS
2025-07-21T12:21:15.028317,S1,P9,PROCESS
2025-07-21T12:21:15.461037,S2,P5,LOAD
2025-07-21T12:21:18.850151,S2,P5,PROCESS
2025-07-21T12:21:20.765459,S3,P4,LOAD
2025-07-21T12:21:24.782216,S3,P4,PROCESS
2025-07-21T12:21:25.338065,S2,P5,UNLOAD
2025-07-21T12:21:27.211051,S2,P5,TRANSFER
2025-07-21T12:21:27.459111,S5,P11,UNLOAD
2025-07-21T12:21:27.630326,S1,P9,UNLOAD
2025-07-21T12:21:29.205122,S5,P11,BLOCK
2025-07-21T12:21:30.248101,S1,P9,TRANSFER
2025-07-21T12:21:30.681988,S1,P7,LOAD
2025-07-21T12:21:31.116999,S3,P4,UNLOAD
2025-07-21T12:21:31.332359,S5,P11,TRANSFER
2025-07-21T12:21:31.512026,S5,P12,LOAD
2025-07-21T12:21:33.900673,S3,P4,TRANSFER
2025-07-21T12:21:34.853353,S5,P12,PROCESS
2025-07-21T12:21:34.983557,S1,P7,PROCESS
2025-07-21T12:21:35.930060,S2,P9,LOAD
2025-07-21T12:21:39.313821,S2,P9,PROCESS
2025-07-21T12:21:41.859106,S3,P5,LOAD
2025-07-21T12:21:44.734986,S2,P9,UNLOAD
2025-07-21T12:21:45.832325,S3,P5,PROCESS
2025-07-21T12:21:46.466336,S5,P12,UNLOAD
2025-07-21T12:21:46.568030,S2,P9,TRANSFER
2025-07-21T12:21:47.590066,S1,P7,UNLOAD
2025-07-21T12:21:48.162277,S5,P12,BLOCK
2025-07-21T12:21:50.320011,S1,P7,TRANSFER
2025-07-21T12:21:50.755030,S1,P8,LOAD
2025-07-21T12:21:51.361327,S5,P12,TRANSFER
2025-07-21T12:21:51.550077,S5,P1,LOAD
2025-07-21T12:21:52.387167,S3,P5,UNLOAD
2025-07-21T12:21:54.840669,S5,P1,PROCESS
2025-07-21T12:21:55.063563,S1,P8,PROCESS
2025-07-21T12:21:55.217255,S3,P5,TRANSFER
2025-07-21T12:21:55.362997,S2,P7,LOAD
2025-07-21T12:21:58.700664,S2,P7,PROCESS
2025-07-21T12:22:01.075897,S3,P9,LOAD
2025-07-21T12:22:04.525857,S2,P7,UNLOAD
2025-07-21T12:22:05.105574,S3,P9,PROCESS
2025-07-21T12:22:06.367065,S2,P7,TRANSFER
2025-07-21T12:22:06.439676,S1,P8,UNLOAD
2025-07-21T12:22:07.533170,S5,P1,UNLOAD
2025-07-21T12:22:09.375563,S1,P8,TRANSFER
2025-07-21T12:22:09.540681,S5,P1,BLOCK
2025-07-21T12:22:09.810195,S1,P6,LOAD
2025-07-21T12:22:10.492153,S5,P1,TRANSFER
